Huck: 0343000102ef0502|48813
Hugh: 047b000100f50502|66790
Ice Climbers: 078f000003810002|81476
Iggly: 046a000101d00502|65886
Ikari: 3801000103941702|124851
Ike [Animal Crossing]: 021f000103170502|29516
Ike [Super Smash Bros.]: 2101000000180002|108414
Incineroar: 1bd7000003860002|106013
Ingrid [Street Fighter 6]: 34dc000104e71d02|119871
Ingrid [Street Fighter 6]: 34dc000104f01d02|120003
Inkling: 0800010003820002|82413
Inkling - Yellow: 0800010004150402|82544
Inkling Boy: 08000200003f0402|82675
Inkling Boy - Neon Green: 08000200036a0402|82936
Inkling Boy - Purple: 0800020002600402|82801
Inkling Girl: 08000100003e0402|82007
Inkling Girl - Lime Green: 08000100025f0402|82134
Inkling Girl - Neon Pink: 0800010003690402|82274
Inkling Squid: 0800030000400402|83075
Inkling Squid - Neon Purple: 08000300036b0402|83340
Inkling Squid - Orange: 0800030002610402|83203
Ione: 0a12000103c90502|102744
Isabelle [Super Smash Bros.]: 01810000037d0002|13878
Isabelle [Animal Crossing]: 0181000100440502|14018
Isabelle [Animal Crossing]: 0181040103aa0502|14880
Isabelle - Character Parfait: 0181000101d40502|14154
Isabelle - Dress: 0181030101700502|14736
Isabelle - Kimono: 01810201011a0502|14591
Isabelle - Summer Outfit: 01810000024b0502|13724
Isabelle - Sweater: 0181050103bf0502|15016
Isabelle - Winter: 0181010100b40502|14446
Isabelle - Winter Outfit: 01810100023f0502|14292
Ivysaur: 1902000003830002|104835
Jack: 01ad000100b80502|25443
Jacob: 0238000102f80502|31075
Jacques: 023d000101b50502|31335
Jambette: 03450001005f0502|49073
Jamie [Street Fighter 6]: 34c3000004ac1d02|113313
Jamie [Street Fighter 6]: 34c3000104ad1d02|113445
Jamie [Street Fighter 6]: 34c3000104ce1d02|113575
Jay: 022d000100f20502|30039
Jeremiah: 033f0001008f0502|48415
Jigglypuff: 1927000000260002|105361
Jingle: 01af0001011c0502|25707
Jitters: 02310001006a0502|30548
Joan: 01a30001004a0502|23893
Joey: 03080001014d0502|44015
Joker: 3a00000003a10002|126316
JP [Street Fighter 6]: 34ce000104b91d02|116493
JP [Street Fighter 6]: 34ce000104d91d02|116617
Judy: 0a0e000103c50502|102218
Julia: 043b000103030502|62776
Julian: 03b1000100f00502|55653
June: 028a000102e90502|36937
Juri [Street Fighter 6]: 34c7000104b21d02|114643
Juri [Street Fighter 6]: 34c7000104d21d02|114771
K. K. Slider: 0182000002400502|15162
K. K. Slider - Pikopuri: 0182000101d80502|15449
K.K. Slider [Animal Crossing]: 0182000100a80502|15307
K.K. Slider [Animal Crossing]: 0182000103b20502|15585
Kabuki: 0266000100680502|33789
Kapp'n [Animal Crossing]: 01960000024e0502|21936
Kapp'n [Animal Crossing]: 0196000100480502|22070
Katie: 01b6000100ae0502|26634
Katrina: 01a5000101720502|24153
Katt: 0272000101860502|35348
Kazuya: 33c0000004200002|111666
Keaton: 0453000101040502|64470
Ken [Animal Crossing]: 02a6000101240502|38731
Ken [Super Smash Bros.]: 34c1000003890002|112546
Ken [Street Fighter 6]: 34c1000104a91d02|112675
Ken [Street Fighter 6]: 34c1000104cc1d02|112801
Ketchup: 0314000102f40502|45573
Kevin: 0487000101bf0502|67957
Kicks [Animal Crossing]: 01940000024a0502|21412
Kicks [Animal Crossing]: 0194000100aa0502|21544
Kicks [Animal Crossing]: 0194000103b60502|21674
Kid Cat: 0267000101080502|33921
Kidd: 035d000100c90502|50500
Kiki: 0261000100650502|33149
Kimberly [Street Fighter 6]: 34c4000004ae1d02|113705
Kimberly [Street Fighter 6]: 34c4000104af1d02|113843
Kimberly [Street Fighter 6]: 34c4000104cf1d02|113979
King Dedede [Super Smash Bros.]: 1f02000000280002|107349
King Dedede [Kirby]: 1f02000002560c02|107485
King Dedede (& Tank Star): 1f02000004c71e03|107609
King K. Rool: 00c00000037b0002|8660
King Knight: 35c30000036e0a02|123543
Kirby [Super Smash Bros.]: 1f000000000a0002|106565
Kirby [Kirby]: 1f00000002540c02|106689
Kirby (& Warp Star): 1f00000004c41e03|106801
Kitt: 03d1000100c20502|56950
Kitty: 026b000100e90502|34451
Klaus: 0222000101440502|29909
Knox: 02a4000100720502|38473
Kody: 0281000101200502|35997
Koopa Troopa: 0023000003680102|8079
Kyle: 05150001005b0502|77954
Label: 0189010103b10502|18314
Labelle: 0189000100ab0502|18182
Leif: 01b4000101130502|26378
Leila: 0198000100b10502|22330
Leilani: 0197000101770502|22202
Leon S. Kennedy: 3541000005042002|122720
Leonardo: 04fe000100590502|76389
Leopold: 03ea0001030b0502|58371
Light Blue Yarn Yoshi: 0003010200430302|4111
Lily [Animal Crossing]: 03380001011d0502|47503
Lily [Street Fighter 6]: 34d0000104bb1d02|117009
Lily [Street Fighter 6]: 34d0000104db1d02|117137
Limberg: 040d000100780502|60031
Link: 0100000000040002|8804
Link - Archer: 0100000003530902|9682
Link - Link's Awakening: 0100000003990902|10109
Link - Majora's Mask: 01000000034c0902|9092
Link - Ocarina of Time: 01000000034b0902|8940
Link - Rider: 0100000003540902|9825
Link - Skyward Sword: 01000000034e0902|9396
Link - Tears of the Kingdom: 0100000004180902|10262
Link - Twilight Princess: 01000000034d0902|9242
Lionel: 03ee0001008b0502|58749
Little Mac: 06c00000000f0002|80222
Lobo: 050c000101c10502|76920
Lolly: 026f000101900502|34973
Loot Goblin: 38c0000003911602|126208
Lopez: 02db0001005e0502|40909
Lottie [Animal Crossing]: 01c1000002440502|26764
Lottie [Animal Crossing]: 01c1000100540502|26898
Lottie - Black Skirt And Bow: 01c10101017a0502|27030
Lottie - Island: 01c1020103bb0502|27178
Louie: 036d000103040502|51137
Lucario: 1ac0000000110002|105751
Lucas: 2281000002510002|110727
Lucha: 023c000100bd0502|31205
Lucina: 2102000000290002|108540
Lucky: 02ec000101c40502|42080
Lucy: 047c000101a00502|66918
Luigi [Super Smash Bros.]: 00010000000c0002|1962
Luigi [Super Mario Bros.]: 0001000000350102|2092
Luigi - Baseball: 09c10201026f0e02|86831
Luigi - Golf: 09c1040102710e02|87143
Luigi - Horse Racing: 09c1050102720e02|87296
Luigi - My Mario Wooden Blocks: 0001000404401c02|2351
Luigi - Power Up Band: 00010003039cff02|2222
Luigi - Soccer: 09c10101026e0e02|86676
Luigi - Tennis: 09c1030102700e02|86988
Luke [Street Fighter 6]: 34c2000004aa1d02|112927
Luke [Street Fighter 6]: 34c2000104ab1d02|113057
Luke [Street Fighter 6]: 34c2000104cd1d02|113185
Luna: 01b5000100510502|26506
Lyle: 01aa000100530502|25067
Lyman: 03c50001015c0502|56688
M. Bison [Street Fighter 6]: 34d6000104e11d02|118553
M. Bison [Street Fighter 6]: 34d6000104eb1d02|118689
Mabel [Animal Crossing]: 0188000002410502|17790
Mabel [Animal Crossing]: 0188000101120502|17922
Mabel [Animal Crossing]: 0188000103af0502|18052
Mac: 02f8000101380502|43241
Maddie: 02f3000102f90502|42984
Maelle: 030a000101c70502|44271
Maggie: 0482000102fd0502|67443
Magnamalo: 35080000040f1802|121344
Mai [Street Fighter 6]: 3c81000104f21d02|127002
Mai [Street Fighter 6]: 3c81000104f31d02|127124
Mallary: 030d000101840502|44653
Malzeno: 350b0000042d1802|122043
Manon [Street Fighter 6]: 34cc000104b71d02|115969
Manon [Street Fighter 6]: 34cc000104d71d02|116099
Maple: 027e000101690502|35605
Marcel: 02f9000101020502|43367
Marcie: 03db0001006d0502|57857
Margie: 0327000101c30502|46616
Marie: 08020000025e0402|83732
Marie - Alterna: 0802000004370402|83850
Marina [Animal Crossing]: 042a0001012d0502|61992
Marina [Splatoon]: 0804000003770402|84227
Marina - Side Order: 0804000004390402|84347
Mario [Super Smash Bros.]: 0000000000000002|57
Mario [Super Mario Bros.]: 0000000000340102|187
Mario - Baseball: 09c00201026a0e02|86050
Mario - Cat: 0000030003a60102|1548
Mario - Gold Edition: 00000000003c0102|317
Mario - Golf: 09c00401026c0e02|86362
Mario - Horse Racing: 09c00501026d0e02|86515
Mario - My Mario Wooden Blocks: 00000004043f1c02|1273
Mario - Power Up Band: 00000003039bff02|1014
Mario - Silver Edition: 00000000003d0102|456
Mario - Soccer: 09c0010102690e02|85895
Mario - Tennis: 09c00301026b0e02|86207
Mario - Wedding: 0000000003710102|874
Mario and Luma: 0000050004e90102|1823
Marisa [Street Fighter 6]: 34cd000104b81d02|116229
Marisa [Street Fighter 6]: 34cd000104d81d02|116361
Marlo: 0a15000103cc0502|103140
Marshal: 04ee0001014b0502|75610
Marth: 21000000000b0002|108284
Marty: 028f0101031a0502|37578
Mathilda: 03d2000100e50502|57078
Mega Man [Super Smash Bros.]: 3480000000310002|111793
Mega Man [Mega Man]: 3480000003791502|112054
Mega Man - Gold Edition: 3480000002580002|111925
Mega Yarn Yoshi: 00030102023e0302|4258
Megan: 0a0a000103c10502|101707
Melba: 03be000101980502|56042
Merengue: 04b9000101600502|71569
Merry: 026d0001013f0502|34707
Meta Knight [Super Smash Bros.]: 1f01000000270002|106938
Meta Knight [Kirby]: 1f01000002550c02|107074
Meta Knight (& Shadow Star): 1f01000004c61e03|107198
Metal Mario - Baseball: 09d0020102ba0e02|98838
Metal Mario - Golf: 09d0040102bc0e02|99174
Metal Mario - Horse Racing: 09d0050102bd0e02|99339
Metal Mario - Soccer: 09d0010102b90e02|98671
Metal Mario - Tennis: 09d0030102bb0e02|99007
Metroid: 05c1000003661302|79214
Mewtwo: 19960000023d0002|105497
Midge: 0235000100840502|30945
Midna & Wolf Link: 01030000024f0902|11899
Mii Brawler: 07c0000000210002|81625
Mii Gunner: 07c0020000230002|81882
Mii Swordfighter: 07c0010000220002|81751
Min Min: 0a400000041d0002|104708
Mineru's Construct: 010d000004a70902|13139
Mint: 04e6000100820502|74700
Mio: 22440000043e1b02|110471
Mipha: 01070000035a0902|12321
Mira: 04a7000101a60502|70813
Miranda: 0313000101210502|45439
Mitzi: 025e000101250502|32615
Moe: 0265000101540502|33663
Molly: 0317000100a60502|45833
Monique: 02680001007d0502|34055
Monty: 03fd000101580502|59263
Moose: 041a000100e00502|61199
Mott: 03ec000101830502|58505
Mr. Game & Watch: 07800000002d0002|80901
Muffy: 04d10001009e0502|73150
Murphy: 0284000102fe0502|36545
Mythra: 22420000041f0002|110210
Nabiru: 3501000002e30f02|120443
Nail Saionji: 3845000104291902|125979
Nan: 0357000100eb0502|49985
Nana: 03fa000100d00502|58881
Naomi: 02b80001019c0502|39249
Nat: 019b000100b60502|22718
Nate: 02190001007e0502|28736
Ness: 22800000002c0002|110600
Nibbles: 04e1000101be0502|74053
Niko: 0a07000103bc0502|101315
Noah: 22430000043d1b02|110340
Norma: 02b70001030f0502|39119
Octavian: 0429000100700502|61856
Octoling - Blue: 08050200041b0402|84737
Octoling Boy: 08050200038f0402|84609
Octoling Girl: 08050100038e0402|84480
Octoling Octopus: 0805030003900402|84868
OHare: 04a3000101c90502|70298
Olaf: 02090001019f0502|28110
Olimar: 06400100001e0002|79979
Olive: 0286000103130502|36677
Olivia: 0260000100d20502|33017
One-Eyed Rathalos and Rider - Female: 3500020002e20f02|120288
One-Eyed Rathalos and Rider - Male: 3500010002e10f02|120135
Opal: 0323000100760502|46099
Orville: 0a00000103ab0502|100393
Ozzie: 03c1000100bb0502|56422
Pac-Man: 3340000000320002|111394
Palamute [Monster Hunter Rise]: 350a000004111802|121761
Palamute [Monster Hunter Rise]: 350a0100042c1802|121902
Palico [Monster Hunter Rise]: 3509000004101802|121487
Palico [Monster Hunter Rise]: 35090100042b1802|121624
Palutena: 07420000001f0002|80766
Pancetti: 0488000100980502|68081
Pango: 0202000101030502|27584
Paolo: 0328000102eb0502|46742
Papi: 03b0000101a90502|55531
Pascal: 01a40001004d0502|24021
Pashmina: 035e0001018e0502|50628
Pate: 0309000100c60502|44143
Patty: 02b1000100690502|38857
Paula: 021e000101230502|29386
Pave: 01ab0001017c0502|25195
Pawapuro: 3800000103931702|124743
Peach [Super Smash Bros.]: 0002000000010002|2492
Peach [Super Mario Bros.]: 0002000000360102|2622
Peach - Baseball: 09c2020102740e02|87612
Peach - Cat: 0002010003a70102|3162
Peach - Golf: 09c2040102760e02|87924
Peach - Horse Racing: 09c2050102770e02|88077
Peach - My Mario Wooden Blocks: 0002000404411c02|3021
Peach - Power Up Band: 00020003039dff02|2892
Peach - Soccer: 09c2010102730e02|87457
Peach - Tennis: 09c2030102750e02|87769
Peach - Wedding: 0002000003720102|2752
Peaches: 03ac000101880502|55012
Peanut: 04dd000100a20502|73526
Pearl: 0803000003760402|83978
Pearl - Side Order: 0803000004380402|84096
Pecan: 04e0000100f70502|73923
Peck: 023e000100d10502|31463
Peewee: 036a0001019d0502|50888
Peggy: 0483000101b00502|67575
Pekoe: 028b000100e30502|37065
Pelly: 01a00001010f0502|23363
Penelope: 041d0001018a0502|61592
Pete: 019f000101110502|23235
Petri: 0a16000103cd0502|103270
Phil: 043d0001007c0502|63036
Phineas: 019c000101730502|22844
Phoebe: 0440000100ca0502|63427
Phyllis: 01a1000101100502|23493
Pichu: 19ac000003850002|105625
Pierce: 044d000101930502|63821
Pietro: 04d2000101a70502|73280
Pikachu: 1919000000090002|105231
Pikmin: 06420000035f1102|80106
Pink Gold Peach - Baseball: 09d1020102bf0e02|99687
